Name,Firm,Price,Volume,Count
八珍胶囊,吉林省华威药业有限公司,13.44,400mg,24.0
八珍胶囊,江西杏林白马药业有限公司,26.5,400mg,36.0
百癣夏塔热片,陕西东泰制药有限公司,27.52,300mg,60.0
百癣夏塔热片,陕西东泰制药有限公司,34.12,300mg,75.0
胞磷胆碱钠氯化钠注射液,华仁药业(日照)有限公司(原：山东洁晶),——,500mg,
胞磷胆碱钠注射液,苏州天马医药集团天吉生物制药有限公司,2.67,500mg,
注射用胞磷胆碱钠,晋城海斯制药有限公司,4.31,500mg,1.0
盐酸贝那普利片,北京诺华制药有限公司,41.71,10mg,14.0
盐酸贝那普利片,深圳信立泰药业股份有限公司,30.56,5mg,28.0
苯溴马隆片,宜昌东阳光长江药业股份有限公司,20.16,50mg,10.0
鼻渊舒口服液,成都华神集团股份有限公司制药厂,12.97,10ml,6.0
鼻渊舒口服液,成都华神集团股份有限公司制药厂,21.22,10ml,10.0
盐酸吡格列酮分散片,陕西紫光辰济药业有限公司,12.37,15mg,7.0
盐酸吡格列酮分散片,陕西紫光辰济药业有限公司,24.12,15mg,14.0
盐酸吡格列酮分散片,贵州天安药业股份有限公司,20.74,30mg,7.0
盐酸吡格列酮分散片,贵州天安药业股份有限公司,40.44,30mg,14.0
盐酸吡格列酮分散片,江苏万邦生化医药股份有限公司,46.4,15mg,30.0
盐酸吡格列酮胶囊,广东罗特制药有限公司,22.22,15mg,14.0
盐酸吡格列酮片,北京太洋药业有限公司,41.88,30mg,14.0
吡拉西坦氯化钠注射液,辰欣药业股份有限公司(原：鲁抗辰欣),7.25,8g,
吡拉西坦氯化钠注射液,上海华源安徽锦辉制药有限公司,3.33,8g,
注射用吡拉西坦,海南皇隆制药股份有限公司,3.62,4g,1.0
注射用吡拉西坦,海南皇隆制药股份有限公司,5.55,8g,1.0
萆薢分清丸,吉林紫鑫药业股份有限公司,25.44,6g,6.0
萆薢分清丸,吉林紫鑫药业股份有限公司,41.61,6g,10.0
冰黄肤乐软膏,西藏芝芝药业有限公司,17.58,20g,1.0
冰栀伤痛气雾剂,贵州安泰药业有限公司,26.39,60g,
丙泊酚注射液,北京费森尤斯卡比医药有限公司,33.14,200mg,
丙泊酚注射液,广东嘉博制药有限公司,19.8,200mg,
丙泊酚注射液,江苏恩华药业股份有限公司,21.74,200mg,
丙泊酚注射液,四川国瑞药业有限责任公司,28.08,200mg,
布洛芬混悬液,江苏恒瑞医药股份有限公司,8.34,2g,
布洛芬混悬液,武汉人福药业有限责任公司,——,1.2g,
布洛芬混悬液,武汉人福药业有限责任公司,——,2g,
布洛芬混悬液,扬州市三药制药有限公司,6.06,2g,
布洛芬混悬液,扬州市三药制药有限公司,4.22,1.2g,
布洛芬颗粒,石药集团欧意药业有限公司,——,200mg,10.0
布洛芬颗粒,石药集团欧意药业有限公司,——,200mg,24.0
参苓白术颗粒,云南腾药制药股份有限公司,——,6g,10.0
参苓白术颗粒,云南腾药制药股份有限公司,23.96,6g,15.0
参麦注射液,河北神威药业有限公司,4.55,5ml,1.0
参麦注射液,云南植物药业有限公司(原:个旧生物),5.08,10ml,1.0
参麦注射液,云南植物药业有限公司(原:个旧生物),——,20ml,1.0
参芪降糖片,广东万年青制药有限公司,18.75,350mg,36.0
参芪降糖片,广东万年青制药有限公司,23.25,350mg,45.0
参芪降糖片,广东万年青制药有限公司,36.57,350mg,72.0
茶碱缓释胶囊(Ⅱ),杭州民生药业有限公司,9.38,100mg,24.0
川芎茶调片,重庆科瑞东和制药有限责任公司,12,480mg,50.0
单硝酸异山梨酯缓释胶囊,珠海润都制药股份有限公司(原：润都民彤),14.61,50mg,10.0
单硝酸异山梨酯缓释胶囊,珠海润都制药股份有限公司(原：润都民彤),28.48,50mg,20.0
单硝酸异山梨酯缓释胶囊(Ⅱ),北京红林制药有限公司,10.29,40mg,10.0
单硝酸异山梨酯缓释胶囊(Ⅱ),北京红林制药有限公司,20.06,40mg,20.0
单硝酸异山梨酯缓释胶囊(Ⅲ),上海爱的发制药有限公司,17.09,20mg,20.0
单硝酸异山梨酯缓释胶囊(Ⅲ),上海爱的发制药有限公司,32.01,40mg,20.0
单硝酸异山梨酯缓释片,河北医科大学制药厂,19.79,50mg,14.0
单硝酸异山梨酯缓释片,鲁南贝特制药有限公司,47.2,40mg,24.0
单硝酸异山梨酯缓释片,山东齐都药业有限公司,24.97,60mg,14.0
单硝酸异山梨酯氯化钠注射液,回音必集团(江西)东亚制药有限公司,25.8,50mg,
单硝酸异山梨酯片,鲁南贝特制药有限公司,40.32,20mg,48.0
单硝酸异山梨酯片,山东方明药业集团股份有限公司,17.16,20mg,48.0
注射用单硝酸异山梨酯,武汉华龙生物制药有限公司,14.51,25mg,1.0
低分子量肝素钠注射液,杭州九源基因工程有限公司,15.86,0.5ml,
低分子量肝素钠注射液,齐鲁制药有限公司,16.05,0.4ml,
盐酸地尔硫卓控释胶囊,广东百澳药业有限公司,21.94,90mg,6.0
盐酸地尔硫䓬缓释胶囊,上海爱的发制药有限公司,——,90mg,20.0
盐酸地尔硫䓬缓释片,上海信谊万象药业股份有限公司,10.63,90mg,10.0
地衣芽孢杆菌活菌胶囊,浙江京新药业股份有限公司,22.31,250mg,24.0
丁酸氢化可的松乳膏,天津金耀药业有限公司,6.53,5g,1.0
独一味胶囊,"康县独一味生物制药有限公司(原：恒康医疗,甘肃独一味)",37.21,300mg,50.0
多巴丝肼胶囊,广州汉方现代中药研究开发有限公司,72.96,250mg,40.0
甲磺酸多沙唑嗪片,浙江迪耳药业有限公司,14.8,1mg,12.0
盐酸多西环素片,开封制药(集团)有限公司,1.42,100mg,12.0
多烯磷脂酰胆碱胶囊,赛诺菲(北京)制药有限公司,41.7,228mg,24.0
多烯磷脂酰胆碱注射液,赛诺菲(北京)制药有限公司,116.24,232.5mg,5.0
厄贝沙坦胶囊,浙江弘盛药业有限公司,33.66,75mg,30.0
厄贝沙坦片,海正辉瑞制药有限公司,6.87,150mg,6.0
厄贝沙坦片,江苏恒瑞医药股份有限公司,22.76,150mg,14.0
厄贝沙坦片,修正药业集团股份有限公司,28.58,150mg,14.0
厄贝沙坦片,修正药业集团股份有限公司,59.56,150mg,30.0
厄贝沙坦氢氯噻嗪分散片,天津怀仁制药有限公司,50.08,5mg,14.0
厄贝沙坦氢氯噻嗪分散片,天津怀仁制药有限公司,74.02,5mg,21.0
厄贝沙坦氢氯噻嗪片,南京正大天晴制药有限公司,18.46,150mg,7.0
厄贝沙坦氢氯噻嗪片,南京正大天晴制药有限公司,36,5mg,14.0
厄贝沙坦氢氯噻嗪片,赛诺菲(杭州)制药有限公司,32.22,150mg,7.0
二硫化硒洗剂,江苏迪赛诺制药有限公司,——,100g,1.0
法莫替丁氯化钠注射液,福建天泉药业股份有限公司,6.28,20mg,
泛影葡胺注射液,湖南汉森制药股份有限公司,51.01,60g,
酚麻美敏口服溶液,青岛正大海尔制药有限公司,11.17,100ml,1.0
甲磺酸酚妥拉明注射液,必康制药江苏有限公司(原:江苏康宝),1.16,10mg,
注射用甲磺酸酚妥拉明,上海复旦复华药业有限公司,1.74,10mg,1.0
风湿骨痛胶囊,安徽精方药业股份有限公司,18.32,300mg,32.0
风湿骨痛胶囊,国药集团精方（安徽）药业股份有限公司,44.29,300mg,80.0
肤痒颗粒,江西博士达药业有限责任公司,20.98,6g,18.0
伏格列波糖片,天津武田药品有限公司,51,0.2mg,30.0
扶正化瘀胶囊,上海黄海制药有限责任公司,75.25,500mg,60.0
氟伐他汀钠胶囊,海正辉瑞制药有限公司,23.02,40mg,7.0
氟伐他汀钠胶囊,海正辉瑞制药有限公司,63.3,40mg,20.0
氟康唑分散片,海南皇隆制药股份有限公司,7.88,50mg,3.0
氟康唑分散片,海南皇隆制药股份有限公司,6.37,150mg,1.0
氟康唑胶囊,江苏亚邦爱普森药业有限公司,11.3,150mg,12.0
氟康唑胶囊,康普药业股份有限公司,——,50mg,12.0
氟康唑胶囊,上海中西三维药业有限公司,3.01,50mg,3.0
氟康唑胶囊,宜昌东阳光长江药业股份有限公司,1.14,50mg,6.0
氟康唑胶囊,宜昌东阳光长江药业股份有限公司,1.86,50mg,10.0
氟康唑氯化钠注射液,安徽环球药业股份有限公司,5.8,200mg,
氟康唑氯化钠注射液,四川科伦药业股份有限公司,3.72,200mg,
氟康唑片,四川科伦药业股份有限公司(原:四川珍珠),1.7,50mg,6.0
氟马西尼注射液,福安药业集团宁波天衡制药有限公司,42,0.5mg,
氟马西尼注射液,广东世信药业有限公司,57.82,0.5mg,
氟马西尼注射液,广东世信药业有限公司,94.2,1.0mg,
氟马西尼注射液,海南灵康制药有限公司,82.6,1.0mg,
氟马西尼注射液,海南灵康制药有限公司,27.22,0.2mg,
氟马西尼注射液,海南通用康力制药有限公司,38.1,0.5mg,
氟马西尼注射液,海南通用康力制药有限公司,70.86,1.0mg,
氟马西尼注射液,湖南正清制药集团股份有限公司,77.3,1.0mg,
氟马西尼注射液,江苏恩华药业股份有限公司,49.26,0.5mg,
氟马西尼注射液,浙江奥托康制药集团股份有限公司,28.02,0.2mg,
氟马西尼注射液,浙江奥托康制药集团股份有限公司,51.52,0.5mg,
氟哌噻吨美利曲辛片,丹麦灵北制药有限公司,56.14,10mg,20.0
醋酸氟轻松乳膏,天津金耀药业有限公司,1.27,10g,1.0
醋酸氟轻松乳膏,天津太平洋制药有限公司,1.97,20g,1.0
盐酸氟西汀肠溶片,常州四药制药有限公司,52.6,90mg,4.0
盐酸氟西汀片,常州四药制药有限公司,25.45,10mg,14.0
福辛普利钠片,浙江华海药业股份有限公司,30,10mg,14.0
妇炎消胶囊,贵州益佰女子大药厂有限责任公司(原:贵州百祥),23.45,450mg,36.0
复方α-酮酸片,北京费森尤斯卡比医药有限公司,270.69,630mg,100.0
复方风湿宁胶囊,广东罗浮山国药股份有限公司,19.37,300mg,36.0
复方风湿宁胶囊,广东罗浮山国药股份有限公司,31.69,300mg,60.0
复方甲氧那明胶囊,长兴制药股份有限公司,25.95,,1.0
复方氯化钠注射液,湖南科伦制药有限公司,1.74,500ml,1.0
复方氯化钠注射液,湖南科伦制药有限公司,1.86,500ml,1.0
复方氯化钠注射液,山东华鲁制药有限公司,2.18,500ml,1.0
复方氯化钠注射液,山东齐都药业有限公司,1.67,500ml,1.0
复方氯化钠注射液,山东齐都药业有限公司,2.29,500ml,1.0
复方氯化钠注射液,四川科伦药业股份有限公司,1.73,500ml,1.0
复方氯化钠注射液,浙江济民制药股份有限公司,1.23,500ml,1.0
复方氯唑沙宗分散片,鲁南贝特制药有限公司,14.13,275mg,24.0
复方氯唑沙宗胶囊,江苏晨牌药业集团股份有限公司,13.74,275mg,36.0
复方氯唑沙宗胶囊,江苏晨牌药业集团股份有限公司,18.13,275mg,48.0
复方氯唑沙宗片,鲁南贝特制药有限公司,12.97,275mg,24.0
复方土槿皮酊,广东恒健制药有限公司,1.12,15ml,1.0
复方血栓通片,广东众生药业股份有限公司,18.17,350mg,24.0
复方血栓通片,广东众生药业股份有限公司,26.85,350mg,36.0
复方血栓通片,扬州中惠制药有限公司,25.64,400mg,36.0
复方血栓通片,扬州中惠制药有限公司,33.83,400mg,48.0
复方血栓通片,扬州中惠制药有限公司,41.94,400mg,60.0
复方氨茶碱片,上海延安药业有限公司,6.98,200mg,100.0
腹膜透析液(乳酸盐),天津金耀药业有限公司,26.65,2000ml,2000.0
腹膜透析液(乳酸盐G-4.25%),成都青山利康药业有限公司,——,2000ml,2000.0
甘草酸二铵胶囊,苏州二叶制药有限公司,10.83,50mg,24.0
甘草酸二铵注射液,浙江普洛康裕天然药物有限公司,7.4,150mg,
甘露醇注射液,浙江天瑞药业有限公司,2.75,250ml,250.0
甘油灌肠剂,上海运佳黄浦制药有限公司,7.61,110ml,
肝素钠注射液,天津生物化学制药有限公司,7.46,2ml,
格列美脲分散片,石药集团欧意药业有限公司(原:石药中诺),48.93,2mg,30.0
格列美脲分散片,石药集团欧意药业有限公司(原:石药中诺),12.24,1mg,12.0
格列美脲分散片,石药集团欧意药业有限公司(原:石药中诺),20.24,2mg,12.0
格列美脲片,赛诺菲(北京)制药有限公司,68.88,2mg,15.0
更年安胶囊,湖北纽兰药业有限公司,9.84,300mg,36.0
更年安胶囊,葵花药业集团（襄阳）隆中有限公司,16.9,300mg,80.0
更年安胶囊,湖南九典制药股份有限公司,17.95,300mg,36.0
更年安胶囊,湖南九典制药股份有限公司,35,300mg,72.0
更年安胶囊,吉林省东丰药业股份有限公司,4.77,300mg,20.0
更年安胶囊,山西黄河中药有限公司,21.45,300mg,60.0
宫炎平胶囊,广东罗浮山国药股份有限公司,23.85,350mg,36.0
宫炎平胶囊,江西桔王药业有限公司,25.41,200mg,60.0
狗皮膏,贵阳济仁堂药业有限公司,11.97,15g,6.0
骨化三醇软胶囊,青岛正大海尔制药有限公司,39.96,,10.0
归脾合剂,云南龙发制药有限公司,9.1,100ml,1.0
果糖二磷酸钠注射液,辰欣药业股份有限公司(原：鲁抗辰欣),29.52,5g,
过氧化氢溶液,河北健宁药业有限公司,2.58,500ml,500.0
注射用还原型谷胱甘肽,重庆药友制药有限责任公司,20.18,900mg,1.0
注射用还原型谷胱甘肽,重庆药友制药有限责任公司,——,1.5g,1.0
注射用还原型谷胱甘肽钠,昆明积大制药股份有限公司,38.83,1.8g,1.0
注射用还原型谷胱甘肽钠,昆明积大制药股份有限公司,49.52,2.4g,1.0
寒喘祖帕颗粒,新疆银朵兰维药股份有限公司,22.99,10g,6.0
寒喘祖帕颗粒,新疆银朵兰维药股份有限公司,30.65,10g,8.0
核酪口服溶液,上海旭东海普药业有限公司,10.88,10ml,6.0
注射用乳糖酸红霉素,大连美罗大药厂,1.22,300mg,1.0
虎力散胶囊,云南云河药业股份有限公司,36.25,300mg,12.0
琥珀酸亚铁片,四川奥邦药业有限公司,20.03,100mg,20.0
琥珀酸亚铁片,四川奥邦药业有限公司,23.88,100mg,24.0
环孢素口服溶液,杭州中美华东制药有限公司,1070.42,5g,
环孢素软胶囊,杭州中美华东制药有限公司,113.93,10mg,50.0
环孢素软胶囊,杭州中美华东制药有限公司,261.1,25mg,50.0
酚咖片,中美上海施贵宝制药有限公司,5.74,565mg,10.0
酚麻美敏胶囊,上海信谊百路达药业有限公司,7.24,,1.0
酚麻美敏片,上海强生制药有限公司,——,,1.0
酚麻美敏片,上海强生制药有限公司,15.51,,1.0
复方麻黄碱糖浆,武汉康乐药业股份有限公司,20.47,150ml,1.0
黄豆苷元片,桂林南药股份有限公司,29.07,50mg,36.0
黄豆苷元片,山西澳迩药业有限公司,18.09,25mg,36.0
磺胺嘧啶银乳膏,广东恒健制药有限公司,18.52,500g,
磺胺嘧啶银乳膏,昆明圣火药业(集团)有限公司,19.63,25g,25.0
磺胺嘧啶银乳膏,新乡市华信药业有限公司,16.53,40g,
茴三硫胶囊,成都国嘉联合制药有限公司,24.02,25mg,24.0
茴三硫胶囊,成都国嘉联合制药有限公司,31.69,25mg,32.0
活血通脉片,洛阳顺势药业有限公司,19.42,,
活血止痛胶囊,江西百神昌诺药业有限公司,——,500mg,40.0
活血止痛胶囊,江西百神昌诺药业有限公司,——,500mg,48.0
藿胆滴丸,上海雷允上药业有限公司,36.25,50mg,60.0
急支颗粒,太极集团重庆涪陵制药厂有限公司,——,4g,12.0
注射用甲氨蝶呤,广东岭南制药有限公司,15.3,100mg,
注射用甲氨蝶呤,江苏恒瑞医药股份有限公司,16.77,100mg,
甲钴胺胶囊,山东鲁抗医药集团赛特有限责任公司,19.16,0.5mg,40.0
甲钴胺胶囊,山东鲁抗医药集团赛特有限责任公司,28.32,0.5mg,60.0
甲钴胺注射液,海南斯达制药有限公司,4.68,0.5mg,
盐酸甲氯芬酯胶囊,广东先强药业有限公司,15.84,100mg,36.0
盐酸甲氯芬酯胶囊,广东先强药业有限公司,30.1,200mg,36.0
甲泼尼龙片,PfizerItaliaSrl辉瑞意大利,30.82,4mg,30.0
注射用甲泼尼龙琥珀酸钠,国药集团容生制药有限公司(原：天津药业焦作),11.11,20mg,1.0
注射用甲泼尼龙琥珀酸钠,国药集团容生制药有限公司(原：天津药业焦作),134.89,500mg,1.0
甲硝唑氯化钠注射液,湖南科伦制药有限公司,0.85,500mg,
甲硝唑氯化钠注射液,浙江天瑞药业有限公司,2.81,500mg,
甲紫溶液,上海运佳黄浦制药有限公司,——,40ml,40.0
健胃愈疡片,九芝堂股份有限公司,20.79,300mg,60.0
健胃愈疡片,南京圣和药业股份有限公司,——,,1.0
健胃愈疡片,南京圣和药业股份有限公司,21.44,,1.0
接骨七厘散,牡丹江灵泰药业股份有限公司,35.88,1.5g,12.0
接骨七厘丸,洛阳顺势药业有限公司,——,1.5g,10.0
接骨七厘丸,洛阳顺势药业有限公司,21.95,1.5g,6.0
金刚藤胶囊,湖北福人药业股份有限公司,24.34,500mg,60.0
金刚藤糖浆,国药集团中联药业有限公司,9.26,150ml,1.0
金果饮,杭州华东医药集团康润制药有限公司,8,165ml,1.0
金果饮,河南太龙药业股份有限公司,7.16,10ml,10.0
经带宁胶囊,贵州百灵企业集团世禧制药有限公司,25.9,300mg,24.0
经带宁胶囊,贵州百灵企业集团世禧制药有限公司,38.28,300mg,36.0
盐酸精氨酸注射液,天津金耀氨基酸有限公司,——,5g,
聚甲酚磺醛溶液,Takeda GmbH(原：武田中国，德国奈科明),62.45,25ml,1.0
聚甲酚磺醛溶液,浙江普洛康裕制药有限公司,27.26,15ml,1.0
聚乙二醇4000散,湖南华纳大药厂股份有限公司,23.14,10g,10.0
聚乙二醇4000散,重庆赛诺生物药业股份有限公司,22.87,10g,10.0
卡络磺钠氯化钠注射液,重庆迪康长江制药有限公司,33.84,80mg,
坎地沙坦酯片,迪沙药业集团有限公司,40.43,8mg,18.0
康复新液,湖南科伦制药有限公司(原:中南科伦),35.99,10ml,10.0
康复新液,湖南科伦制药有限公司(原:中南科伦),36.97,120ml,1.0
康复新液,内蒙古京新药业有限公司,26.97,100ml,1.0
康复新液,四川好医生攀西药业有限责任公司,31.56,100ml,1.0
糠酸莫米松乳膏,上海通用药业股份有限公司,10.78,5g,1.0
糠酸莫米松乳膏,上海先灵葆雅制药有限公司,13.17,5g,1.0
抗病毒片,天津金世制药有限公司,13.61,320mg,54.0
克拉霉素胶囊,开封制药(集团)有限公司,3,250mg,6.0
克拉霉素颗粒,湖北东信药业有限公司,7.92,125mg,10.0
克拉霉素颗粒,湖北东信药业有限公司,4.75,125mg,6.0
克拉霉素颗粒,新华制药(高密)有限公司,12.24,125mg,12.0
克拉霉素颗粒,新华制药(高密)有限公司,6.12,125mg,6.0
克拉霉素颗粒,新华制药(高密)有限公司,10.98,250mg,6.0
克拉霉素片,上海雅培制药有限公司,60.26,250mg,8.0
克林霉素磷酸酯注射液,浙江天瑞药业有限公司,0.73,300mg,
注射用克林霉素磷酸酯,国药集团国瑞药业有限公司,2.35,150mg,1.0
克霉唑阴道泡腾片,湖北东信药业有限公司,14.13,150mg,10.0
克霉唑阴道泡腾片,湖北东信药业有限公司,10.02,150mg,7.0
克霉唑阴道片,华润双鹤利民药业（济南）有限公司,14.01,500mg,2.0
克霉唑阴道片,华润双鹤利民药业（济南）有限公司,21.01,500mg,3.0
口服补液盐散Ⅱ,上海衡山药业有限公司,0.62,13.95g,1.0
口炎清颗粒,广州白云山和记黄埔中药有限公司,17.61,10g,12.0
口炎清颗粒,广州白云山和记黄埔中药有限公司,26.22,3g,16.0
口炎清颗粒,延安常泰药业有限责任公司,13.46,10g,10.0
口炎清颗粒,延安常泰药业有限责任公司,16.15,10g,12.0
口炎清颗粒,延安常泰药业有限责任公司,26.92,10g,20.0
富马酸喹硫平片,苏州第壹制药有限公司,47.25,100mg,30.0
兰索拉唑肠溶胶囊,四川子仁制药有限公司,53.21,30mg,14.0
兰索拉唑肠溶胶囊,四川子仁制药有限公司,78.64,30mg,21.0
兰索拉唑片,辰欣药业股份有限公司,44.97,30mg,16.0
雷贝拉唑钠肠溶胶囊,丽珠集团丽珠制药厂,——,10mg,7.0
雷贝拉唑钠肠溶片,江苏豪森药业股份有限公司,49.9,10mg,14.0
利巴韦林滴眼液,杭州国光药业有限公司,0.54,8mg,
利巴韦林含片,金花企业(集团)股份有限公司西安金花制药厂,——,20mg,24.0
利巴韦林氯化钠注射液,四川科伦药业股份有限公司,1.16,200mg,
利巴韦林注射液,浙江诚意药业股份有限公司,1,500mg,
碳酸利多卡因注射液,珠海润都制药股份有限公司(原：润都民彤),17.87,86mg,5.0
滴眼用利福平,武汉五景药业有限公司,0.59,5mg,
利培酮胶囊,宁波大红鹰药业股份有限公司,41.02,1mg,30.0
利培酮口服液,常州四药制药有限公司,55.57,30ml,1.0
利培酮片,北京天衡药物研究院南阳天衡制药厂,15.53,1mg,20.0
利培酮片,北京天衡药物研究院南阳天衡制药厂,22.95,1mg,30.0
利培酮片,常州四药制药有限公司,45.49,2mg,20.0
利培酮片,江苏恩华药业股份有限公司,34.48,1mg,40.0
利培酮片,齐鲁制药有限公司,12.19,1mg,20.0
利培酮片,齐鲁制药有限公司,18.02,1mg,30.0
利培酮片,浙江华海药业股份有限公司,25.1,1mg,60.0
联苯苄唑乳膏,湖北东信药业有限公司,2.97,15g,1.0
盐酸林可霉素滴眼液,上海信谊金朱药业有限公司,4.76,200mg,
注射用磷霉素钠,山西仟源医药集团股份有限公司,4.58,4g,1.0
硫唑嘌呤片,北京嘉林药业股份有限公司,——,100mg,36.0
柳氮磺吡啶栓,西安澜泰药业有限公司,16.45,500mg,6.0
六味安消散,金诃藏药股份有限公司,19.52,1.5g,12.0
六味安消散,金诃藏药股份有限公司,28.85,1.5g,18.0
六味地黄胶囊,北京亚东生物制药有限公司(安国亚东药业有限公司受委托生产),15.8,300mg,24.0
六味地黄胶囊,吉林市鹿王制药股份有限公司,——,300mg,48.0
癃清胶囊,贵州远程制药有限责任公司,34.07,500mg,36.0
洛芬待因片,国药集团工业有限公司,15.68,212.5mg,10.0
洛芬待因片,国药集团工业有限公司,30.58,212.5mg,20.0
盐酸洛美沙星胶囊,常州兰陵制药有限公司,2.55,100mg,12.0
盐酸洛美沙星片,广州欧化药业有限公司,5.81,100mg,12.0
盐酸洛美沙星注射液,安徽丰原药业股份有限公司,10.52,200mg,
注射用门冬氨酸洛美沙星,上海复旦复华药业有限公司,9.53,100mg,1.0
注射用门冬氨酸洛美沙星,上海复旦复华药业有限公司,17.09,200mg,1.0
注射用盐酸洛美沙星,山西普德药业股份有限公司,6.62,100mg,1.0
注射用盐酸洛美沙星,山西普德药业股份有限公司,14.97,400mg,1.0
盐酸洛哌丁胺胶囊,西安杨森制药有限公司,4.42,2mg,6.0
洛索洛芬钠分散片,山东罗欣药业集团股份有限公司,15.37,60mg,12.0
洛索洛芬钠分散片,山东罗欣药业集团股份有限公司,29.98,60mg,24.0
铝碳酸镁片,拜耳医药保健有限公司(受托方：拜耳医药保健有限公司启东分公司),19.76,500mg,20.0
铝碳酸镁片,四川健能制药有限公司,——,500mg,20.0
铝碳酸镁片,四川健能制药有限公司,12.67,500mg,30.0
氯化钾注射液,北京益民药业有限公司,0.58,1.5g,
氯化钾注射液,石药银湖制药有限公司,0.83,1g,5.0
氯化钾注射液,世贸天阶制药(江苏)有限责任公司(原:江苏方强),0.33,1g,
氯化钾注射液,天津金耀药业有限公司,0.31,1g,
氯化钾注射液,扬州中宝制药有限公司,0.2,1g,
氯化钾注射液,浙江天瑞药业有限公司,0.39,1.5g,
注射用氯化钾,海南灵康制药有限公司,2.41,1g,10.0
盐酸氯米帕明片,江苏恩华药业股份有限公司,18.06,25mg,48.0
盐酸氯米帕明片,江苏恩华药业股份有限公司,18.78,25mg,50.0
盐酸氯米帕明片,上海上药信谊药厂有限公司,14.52,25mg,48.0
氯沙坦钾片,浙江华海药业股份有限公司,21.64,50mg,7.0
氯沙坦钾片,浙江华海药业股份有限公司,42.2,50mg,14.0
盐酸麻黄碱滴鼻液,天津金虹胜利药业有限公司,1.1,80mg,
马应龙麝香痔疮膏,马应龙药业集团股份有限公司,——,2.5g,
脉管复康胶囊,陕西东泰制药有限公司,——,450mg,36.0
脉管复康胶囊,陕西东泰制药有限公司,47.43,450mg,48.0
脉血康胶囊,贵州信邦制药股份有限公司,21.71,250mg,24.0
脉血康胶囊,贵州信邦制药股份有限公司,42.33,250mg,48.0
脉血康胶囊,重庆多普泰制药股份有限公司,21.37,250mg,24.0
脉血康胶囊,重庆多普泰制药股份有限公司,31.59,250mg,36.0
硝酸毛果芸香碱滴眼液,武汉五景药业有限公司,12.27,100mg,
硝酸毛果芸香碱注射液,天津金耀药业有限公司,——,2mg,
美洛昔康分散片,海南全星制药有限公司,8.37,7.5mg,6.0
美洛昔康分散片,海南全星制药有限公司,13.69,7.5mg,10.0
美司钠注射液,齐鲁制药(海南)有限公司,7.35,200mg,
酒石酸美托洛尔注射液,徐州莱恩药业有限公司,10.43,5mg,
门冬氨酸钾镁口服溶液,湖南九典制药股份有限公司(原：湖南大拇指),14.43,10ml,10.0
门冬氨酸钾镁口服溶液,上海旭东海普药业有限公司,13.73,10ml,10.0
门冬氨酸钾镁注射液,辰欣药业股份有限公司(原：鲁抗辰欣),0.41,10ml,1.0
门冬氨酸钾镁注射液,杭州民生药业有限公司,0.4,10ml,1.0
门冬氨酸钾镁注射液,齐鲁制药有限公司,——,10ml,5.0
门冬氨酸钾镁注射液,瑞阳制药有限公司,10.92,20ml,1.0
门冬氨酸钾镁注射液,亚宝药业集团股份有限公司,——,10ml,1.0
门冬氨酸钾镁注射液,浙江天瑞药业有限公司,1.71,10ml,5.0
注射用门冬氨酸钾镁,海南卫康制药(潜山)有限公司,3.12,1.006g,1.0
