"Firm_ID","Firm","Year"
NA,"北京海王中新药业股份有限公司",2016
NA,"广东邦民制药厂有限公司",2016
NA,"广东罗特制药有限公司",2016
NA,"广州白云山光华制药股份有限公司",2016
220,"哈药集团制药总厂",2016
NA,"海南三叶制药厂有限公司",2016
278,"宁波大红鹰药业股份有限公司",2016
310,"山东罗欣药业集团股份有限公司",2016
NA,"上海福达制药有限公司",2016
NA,"沈阳康芝制药有限公司",2016
645,"苏州第三制药厂有限责任公司",2016
NA,"广东香山堂制药有限公司",2016
NA,"汕头经济特区鮀滨制药厂",2016
NA,"湖南康尔佳生物医药科技有限公司",2016
115,"中美上海施贵宝制药有限公司",2017
115,"中美上海施贵宝制药有限公司",2018
91,"上海新亚药业闵行有限公司",2018
313,"山东鲁抗医药股份有限公司",2018
599,"湖南科伦制药有限公司",2018
335,"广东华南药业集团有限公司",2020
313,"山东鲁抗医药股份有限公司",2020
335,"广东华南药业集团有限公司",2022
313,"山东鲁抗医药股份有限公司",2022
310,"山东罗欣药业集团股份有限公司",2022
NA,"Dr. Reddy`s Laboratories Limited",2016
NA,"Lilly del Caribe,Inc.",2016
330,"常州华生制药有限公司",2016
330,"常州华生制药有限公司",2017
200,"印度瑞迪博士实验室有限公司（印度瑞迪博士实验
室有限公司）",2017
NA,"Dr. Reddy`s Laboratories Limited",2017
NA,"Lilly del Caribe,Inc.",2017
NA,"LILLY S.A.",2018
NA,"Dr. Reddy`s Laboratories Limited",2018
NA,"Lilly del Caribe,Inc.",2018
330,"常州华生制药有限公司",2018
457,"江苏豪森药业集团有限公司",2019
16,"Dr.Reddy’sLaboratoriesLimited.（印度瑞迪博士实验室有限公司）",2019
571,"深圳海王药业有限公司",2015
571,"深圳海王药业有限公司",2016
571,"深圳海王药业有限公司",2017
571,"深圳海王药业有限公司",2018
571,"深圳海王药业有限公司",2019
711,"齐鲁制药（海南）有限公司",2021
74,"上海信谊百路达药业有限公司",2017
189,"南京正大天晴制药有限公司",2020
111,"东莞市阳之康医药有限责任公司（广东东阳光药业有限公司受委托生产）",2020
163,"北京福元医药股份有限公司",2020
224,"四川大冢制药有限公司",2015
410,"杭州默沙东制药有限公司",2015
NA,"Merck Sharp & Dohme Limited",2016
224,"四川大冢制药有限公司",2016
38,"Merck Sharp & Dohme Limited（杭州默沙东制药有
限公司分装）",2017
NA,"Merck Sharp & Dohme Limited",2017
224,"四川大冢制药有限公司",2017
88,"上海安必生制药技术有限公司（杭州民生滨江制药有限公司受委托生产）",2018
NA,"杭州民生滨江制药有限公司",2018
NA,"杭州民生滨江制药有限公司;青岛百洋制药有限公司;江苏安必生制药有限公司",2018
NA,"Merck Sharp & Dohme Limited",2018
224,"四川大冢制药有限公司",2018
40,"MerckSharp&DohmeB.V.（MerckSharp&DohmeLtd.）（杭州默沙东制药有限公司分包装）",2019
88,"上海安必生制药技术有限公司（杭州民生滨江制药有限公司受委托生产）",2019
NA,"Merck Sharp & Dohme Limited",2019
NA,"杭州民生滨江制药有限公司",2019
NA,"杭州民生滨江制药有限公司;青岛百洋制药有限公司;江苏安必生制药有限公司",2019
224,"四川大冢制药有限公司",2019
NA,"Merck Sharp & Dohme Limited",2020
224,"四川大冢制药有限公司",2020
NA,"杭州民生滨江制药有限公司",2020
598,"湖南洞庭药业股份有限公司",2015
646,"苏州第壹制药有限公司",2016
NA,"AstraZeneca UK Limited",2016
598,"湖南洞庭药业股份有限公司",2016
646,"苏州第壹制药有限公司",2017
694,"阿斯利康制药有限公司",2017
598,"湖南洞庭药业股份有限公司",2017
NA,"AstraZeneca UK Limited",2017
598,"湖南洞庭药业股份有限公司",2018
646,"苏州第壹制药有限公司",2018
NA,"AstraZeneca UK Limited",2018
646,"苏州第壹制药有限公司",2019
646,"苏州第壹制药有限公司",2020
207,"合肥英太制药有限公司",2020
598,"湖南洞庭药业股份有限公司",2020
131,"佛山德芮可制药有限公司",2021
518,"浙江海正宣泰医药有限公司（上海宣泰海门药业有限公司受托生产）",2021
153,"北京天衡药物研究院南阳天衡制药厂",2021
NA,"植恩生物技术股份有限公司;江苏宣泰药业有限公司",2021
153,"北京天衡药物研究院南阳天衡制药厂",2022
NA,"江苏宣泰药业有限公司",2022
131,"佛山德芮可制药有限公司",2023
NA,"北京天衡药物研究院南阳天衡制药厂;吉林天衡英睿制药有限公司",2023
153,"北京天衡药物研究院南阳天衡制药厂",2023
NA,"植恩生物技术股份有限公司",2023
NA,"南通联亚药业股份有限公司",2023
NA,"华益泰康药业股份有限公司",2023
238,"四川维奥制药有限公司",2023
NA,"江苏国丹生物制药股份有限公司",2023
153,"北京天衡药物研究院南阳天衡制药厂",2024
131,"佛山德芮可制药有限公司",2024
NA,"植恩生物技术股份有限公司",2024
NA,"南通联亚药业股份有限公司",2024
NA,"华益泰康药业股份有限公司",2024
238,"四川维奥制药有限公司",2024
NA,"江苏国丹生物制药股份有限公司",2024
686,"重庆药友制药有限责任公司",2024
NA,"北京天衡药物研究院南阳天衡制药厂;吉林天衡英睿制药有限公司",2024
366,"成都倍特药业有限公司",2019
405,"杭州和泽医药科技有限公司（杭州苏泊尔南洋药业有限公司受委托生产）",2019
NA,"安徽安科恒益药业有限公司",2019
NA,"石家庄龙泽制药股份有限公司",2019
289,"安徽贝克生物制药有限公司",2019
NA,"浙江苏可安药业有限公司",2019
NA,"苏州特瑞药业股份有限公司",2019
NA,"海思科制药(眉山)有限公司",2019
NA,"浙江苏可安药业有限公司",2020
413,"正大天晴药业集团股份有限公司",2020
289,"安徽贝克生物制药有限公司",2020
NA,"葛兰素史克(天津)有限公司",2020
NA,"安徽安科恒益药业有限公司",2020
NA,"海思科制药(眉山)有限公司",2020
NA,"石家庄龙泽制药股份有限公司",2020
NA,"上海迪赛诺医药集团股份有限公司",2021
NA,"浙江苏可安药业有限公司",2021
150,"北京双鹭药业股份有限公司",2021
NA,"石家庄龙泽制药股份有限公司",2021
643,"苏州弘森药业股份有限公司",2021
NA,"葛兰素史克(天津)有限公司",2021
367,"成都倍特药业股份有限公司",2021
NA,"海思科制药(眉山)有限公司",2021
289,"安徽贝克生物制药有限公司",2021
310,"山东罗欣药业集团股份有限公司",2021
613,"珠海联邦制药股份有限公司中山分公司",2021
686,"重庆药友制药有限责任公司",2021
NA,"安徽安科恒益药业有限公司",2021
NA,"Merck Healthcare KGaA",2016
382,"成都苑东生物制药股份有限公司",2016
NA,"Merck Healthcare KGaA",2017
382,"成都苑东生物制药股份有限公司",2018
147,"北京华素制药股份有限公司",2018
NA,"Merck Healthcare KGaA",2018
NA,"Salutas Pharma GmbH",2018
382,"成都苑东生物制药股份有限公司",2019
NA,"Merck Healthcare KGaA",2019
147,"北京华素制药股份有限公司",2020
NA,"天津市健生制药有限公司",2016
NA,"乐普恒久远药业有限公司",2016
116,"丹东医创药业有限责任公司",2016
663,"辅仁药业集团有限公司",2016
NA,"吉林省红石药业有限公司",2016
NA,"中美天津史克制药有限公司",2016
NA,"安徽联谊药业股份有限公司",2016
NA,"开封制药(集团)有限公司",2016
NA,"上海腾瑞制药股份有限公司",2016
383,"成都通德药业有限公司",2016
NA,"许昌未来制药有限责任公司",2016
NA,"吉林市鹿王制药股份有限公司",2016
NA,"吉林金恒制药股份有限公司",2016
NA,"天津市健生制药有限公司",2017
NA,"云南植物药业有限公司",2018
NA,"山西汾河制药有限公司",2018
NA,"上海腾瑞制药股份有限公司",2018
415,"武汉东信医药科技有限责任公司",2018
663,"辅仁药业集团有限公司",2018
NA,"津药达仁堂集团股份有限公司新新制药厂",2018
NA,"中美天津史克制药有限公司",2018
691,"锦州九泰药业有限责任公司",2018
NA,"长春迪瑞制药有限公司",2018
116,"丹东医创药业有限责任公司",2018
110,"东北制药集团沈阳第一制药有限公司",2018
NA,"广东南国药业有限公司",2018
NA,"上海玉瑞生物科技(安阳)药业有限公司",2018
NA,"四川依科制药有限公司",2018
NA,"许昌未来制药有限责任公司",2018
NA,"焦作福瑞堂制药有限公司",2018
NA,"安丘市鲁安药业有限责任公司",2018
293,"宜昌人福药业有限责任公司",2019
250,"地奥集团成都药业股份有限公司",2019
250,"地奥集团成都药业股份有限公司",2020
383,"成都通德药业有限公司",2020
293,"宜昌人福药业有限责任公司",2020
235,"四川省通园制药集团有限公司",2020
477,"河北冀衡（集团）药业有限公司",2020
168,"华中药业股份有限公司",2020
NA,"长春迪瑞制药有限公司",2020
NA,"吉林金恒制药股份有限公司",2020
NA,"山西太原药业有限公司",2020
NA,"特一药业集团股份有限公司",2020
NA,"广东南国药业有限公司",2020
NA,"山西亨瑞达制药有限公司",2020
NA,"焦作福瑞堂制药有限公司",2020
663,"辅仁药业集团有限公司",2020
NA,"太康海恩药业有限公司",2020
247,"国药集团汕头金石制药有限公司",2020
110,"东北制药集团沈阳第一制药有限公司",2020
NA,"上海现代哈森(商丘)药业有限公司",2020
649,"蚌埠丰原涂山制药有限公司",2020
NA,"河北冀衡药业股份有限公司",2020
NA,"焦作福瑞堂制药有限公司",2021
NA,"山西亨瑞达制药有限公司",2021
NA,"广东南国药业有限公司",2021
NA,"辽宁鑫善源药业有限公司",2021
NA,"四川依科制药有限公司",2021
168,"华中药业股份有限公司",2021
383,"成都通德药业有限公司",2021
NA,"UCB Pharma SA",2016
NA,"UCB Pharma SA",2017
NA,"UCB Pharma SA",2018
514,"浙江普洛康裕制药有限公司",2019
493,"浙江京新药业股份有限公司",2020
493,"浙江京新药业股份有限公司",2021
514,"浙江普洛康裕制药有限公司",2021
178,"华润赛科药业有限责任公司",2021
681,"重庆圣华曦药业股份有限公司",2021
NA,"吉林万通药业有限公司",2016
303,"山东新华制药股份有限公司",2016
NA,"江苏瑞年前进制药有限公司",2016
NA,"云南康恩贝希陶药业有限公司",2016
NA,"宿州亿帆药业有限公司",2016
329,"常州制药厂有限公司",2017
702,"青岛黄海制药有限责任公司",2021
293,"宜昌人福药业有限责任公司",2021
303,"山东新华制药股份有限公司",2021
702,"青岛黄海制药有限责任公司",2022
293,"宜昌人福药业有限责任公司",2022
471,"沈阳红旗制药有限公司",2016
NA,"杭州民生药业股份有限公司",2016
NA,"山西天致药业有限公司",2016
408,"杭州民生药业有限公司",2020
471,"沈阳红旗制药有限公司",2020
650,"西南药业股份有限公司",2020
650,"西南药业股份有限公司",2022
471,"沈阳红旗制药有限公司",2023
335,"广东华南药业集团有限公司",2023
650,"西南药业股份有限公司",2023
NA,"浙江苏可安药业有限公司",2023
NA,"临汾宝珠制药有限公司",2023
384,"成都锦华药业有限责任公司",2023
NA,"云鹏医药集团有限公司",2023
NA,"杭州民生药业股份有限公司",2023
350,"广州白云山明兴制药有限公司",2023
289,"安徽贝克生物制药有限公司",2015
413,"正大天晴药业集团股份有限公司",2015
313,"山东鲁抗医药股份有限公司",2015
289,"安徽贝克生物制药有限公司",2016
466,"江西青峰药业有限公司",2016
529,"海南中和药业股份有限公司",2016
NA,"湖南千金协力药业有限公司",2016
289,"安徽贝克生物制药有限公司",2017
529,"海南中和药业股份有限公司",2017
466,"江西青峰药业有限公司",2017
313,"山东鲁抗医药股份有限公司",2017
289,"安徽贝克生物制药有限公司",2018
529,"海南中和药业股份有限公司",2018
637,"苏州东瑞制药有限公司",2019
466,"江西青峰药业有限公司",2019
637,"苏州东瑞制药有限公司",2020
457,"江苏豪森药业集团有限公司",2021
427,"江苏万邦生化医药集团有限责任公司",2021
NA,"复星万邦(江苏)医药集团有限公司",2021
457,"江苏豪森药业集团有限公司",2022
NA,"复星万邦(江苏)医药集团有限公司",2022
457,"江苏豪森药业集团有限公司",2023
NA,"Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg",2017
689,"重庆赛维药业有限公司",2017
NA,"Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg",2018
689,"重庆赛维药业有限公司",2018
280,"宁波科尔康美诺华药业有限公司（宁波美诺华天康药业有限公司受托生产）",2021
176,"华润双鹤药业股份有限公司",2021
689,"重庆赛维药业有限公司",2021
176,"华润双鹤药业股份有限公司",2022
NA,"齐鲁制药(海南)有限公司",2022
176,"华润双鹤药业股份有限公司",2023
304,"山东新时代药业有限公司",2015
304,"山东新时代药业有限公司",2016
NA,"Taiho Pharmaceutical Co.,Ltd. Tokushima Plant",2016
252,"大鹏药品工业株式会社(大鹏药品工业株式会社德岛
工厂)",2017
304,"山东新时代药业有限公司",2017
NA,"Taiho Pharmaceutical Co.,Ltd. Tokushima Plant",2017
NA,"Taiho Pharmaceutical Co.,Ltd. Tokushima Plant",2018
304,"山东新时代药业有限公司",2018
NA,"Taiho Pharmaceutical Co.,Ltd. Tokushima Plant",2019
304,"山东新时代药业有限公司",2019
304,"山东新时代药业有限公司",2020
389,"扬子江药业集团广州海瑞药业有限公司",2020
519,"浙江海正药业股份有限公司",2020
96,"上海汇伦江苏药业有限公司",2020
566,"深圳信立泰药业股份有限公司",2021
189,"南京正大天晴制药有限公司",2021
519,"浙江海正药业股份有限公司",2021
96,"上海汇伦江苏药业有限公司",2021
519,"浙江海正药业股份有限公司",2022
189,"南京正大天晴制药有限公司",2022
519,"浙江海正药业股份有限公司",2023
113,"丽珠集团丽珠制药厂",2021
79,"上海勃林格殷格翰药业有限公司",2015
NA,"Boehringer Ingelheim Ηellas Single Member S.A.",2016
NA,"海南赛立克药业有限公司",2016
431,"江苏亚邦爱普森药业有限公司",2016
236,"四川科伦药业股份有限公司",2016
259,"天津华津制药有限公司",2016
NA,"湖南威特制药股份有限公司",2016
NA,"优尼特尔南京制药有限公司",2016
163,"北京福元医药股份有限公司",2016
NA,"复星万邦(江苏)医药集团有限公司",2016
150,"北京双鹭药业股份有限公司",2016
NA,"湖南迪诺制药股份有限公司",2016
NA,"吉林万通药业集团郑州万通复升药业股份有限公司",2016
434,"江苏天士力帝益药业有限公司",2016
195,"南通华山药业有限公司",2016
NA,"山东信谊制药有限公司",2016
265,"天津怀仁制药有限公司",2016
NA,"重庆康刻尔制药股份有限公司",2016
72,"上海信谊天平药业有限公司",2017
NA,"Boehringer Ingelheim Ηellas Single Member S.A.",2017
688,"重庆莱美药业股份有限公司",2018
NA,"复星万邦(江苏)医药集团有限公司",2018
292,"宜昌东阳光长江药业股份有限公司",2018
163,"北京福元医药股份有限公司",2018
NA,"Boehringer Ingelheim Ηellas Single Member S.A.",2018
NA,"重庆康刻尔制药股份有限公司",2018
99,"上海现代制药股份有限公司",2018
72,"上海信谊天平药业有限公司",2018
NA,"湖南威特制药股份有限公司",2018
195,"南通华山药业有限公司",2018
NA,"海南赛立克药业有限公司",2018
265,"天津怀仁制药有限公司",2018
NA,"优尼特尔南京制药有限公司",2018
NA,"浙江金立源药业有限公司",2018
NA,"西安迪赛生物药业有限责任公司",2018
263,"天津市康瑞药业有限公司",2018
NA,"湖南迪诺制药股份有限公司",2018
NA,"湖南威特制药股份有限公司",2019
292,"宜昌东阳光长江药业股份有限公司",2021
431,"江苏亚邦爱普森药业有限公司",2021
163,"北京福元医药股份有限公司",2021
72,"上海信谊天平药业有限公司",2021
519,"浙江海正药业股份有限公司",2016
NA,"Novartis Pharma Stein AG",2016
519,"浙江海正药业股份有限公司",2017
NA,"Novartis Pharma Stein AG",2017
NA,"Novartis Pharma Stein AG",2018
519,"浙江海正药业股份有限公司",2018
519,"浙江海正药业股份有限公司",2019
NA,"Novartis Pharma Stein AG",2019
NA,"Novartis Pharma Stein AG",2020
164,"北京红林制药有限公司",2015
564,"淄博万杰制药有限公司",2015
164,"北京红林制药有限公司",2016
564,"淄博万杰制药有限公司",2016
NA,"Viatris Pharmaceuticals LLC",2016
564,"淄博万杰制药有限公司",2017
164,"北京红林制药有限公司",2017
NA,"Viatris Pharmaceuticals LLC",2018
564,"淄博万杰制药有限公司",2018
164,"北京红林制药有限公司",2018
164,"北京红林制药有限公司",2019
564,"淄博万杰制药有限公司",2019
564,"淄博万杰制药有限公司",2020
188,"南京易亨制药有限公司",2021
164,"北京红林制药有限公司",2021
660,"赛诺菲(北京)制药有限公司",2016
86,"上海天赐福生物工程有限公司",2016
146,"北京北陆药业股份有限公司",2016
660,"赛诺菲(北京)制药有限公司",2017
660,"赛诺菲(北京)制药有限公司",2018
NA,"北大医药股份有限公司",2018
NA,"双鹤天安药业(贵州)股份有限公司",2018
657,"贵州圣济堂制药有限公司",2018
146,"北京北陆药业股份有限公司",2018
389,"扬子江药业集团广州海瑞药业有限公司",2018
303,"山东新华制药股份有限公司",2018
657,"贵州圣济堂制药有限公司",2019
389,"扬子江药业集团广州海瑞药业有限公司",2019
146,"北京北陆药业股份有限公司",2020
682,"重庆康刻尔制药有限公司",2020
657,"贵州圣济堂制药有限公司",2020
233,"四川海汇药业有限公司（扬子江药业集团广州海瑞药业有限公司受委托生产）",2020
NA,"重庆康刻尔制药股份有限公司",2020
NA,"双鹤天安药业(贵州)股份有限公司",2020
86,"上海天赐福生物工程有限公司",2020
660,"赛诺菲(北京)制药有限公司",2020
NA,"复星万邦(江苏)医药集团有限公司",2020
660,"赛诺菲(北京)制药有限公司",2021
657,"贵州圣济堂制药有限公司",2021
389,"扬子江药业集团广州海瑞药业有限公司",2021
146,"北京北陆药业股份有限公司",2021
NA,"双鹤天安药业(贵州)股份有限公司",2021
NA,"重庆康刻尔制药股份有限公司",2021
488,"河南科伦药业有限公司",2015
649,"蚌埠丰原涂山制药有限公司",2015
503,"浙江天瑞药业有限公司",2015
285,"安徽双鹤药业有限责任公司",2015
594,"湖南康源制药有限公司",2015
285,"安徽双鹤药业有限责任公司",2016
629,"福建天泉药业股份有限公司",2016
480,"河北天成药业股份有限公司",2016
422,"武汉福星生物药业有限公司",2016
649,"蚌埠丰原涂山制药有限公司",2016
301,"山东华鲁制药有限公司",2016
449,"江苏润邦药业有限公司",2016
NA,"海南东联长富制药有限公司",2016
668,"辽宁海神联盛制药有限公司",2016
NA,"Fareva Amboise",2016
559,"海口奇力制药股份有限公司",2016
503,"浙江天瑞药业有限公司",2016
NA,"贵州天地药业有限责任公司",2016
NA,"江苏亚邦生缘药业有限公司",2016
NA,"山东华信制药集团股份有限公司",2016
618,"石家庄四药有限公司",2016
242,"四川美大康华康药业有限公司",2016
600,"湖南金健药业有限责任公司",2016
594,"湖南康源制药有限公司",2016
NA,"华仁药业股份有限公司",2016
NA,"回音必集团江西东亚制药有限公司",2016
703,"青州尧王制药有限公司",2016
NA,"上海华源药业(宁夏)沙赛制药有限公司",2016
75,"上海信谊金朱药业有限公司",2016
NA,"四川太平洋药业有限责任公司",2016
NA,"辽宁民康制药有限公司",2016
285,"安徽双鹤药业有限责任公司",2017
629,"福建天泉药业股份有限公司",2017
663,"辅仁药业集团有限公司",2017
534,"海南华拓天涯制药有限公司",2017
480,"河北天成药业股份有限公司",2017
594,"湖南康源制药有限公司",2017
491,"济川药业集团有限公司",2017
449,"江苏润邦药业有限公司",2017
460,"江苏长江药业有限公司",2017
301,"山东华鲁制药有限公司",2017
81,"上海华源药业(宁夏)沙  制药有限公司",2017
75,"上海信谊金朱药业有限公司",2017
236,"四川科伦药业股份有限公司",2017
242,"四川美大康华康药业有限公司",2017
422,"武汉福星生物药业有限公司",2017
NA,"Fareva Amboise",2017
628,"福州海王福药制药有限公司",2017
NA,"海南东联长富制药有限公司",2017
503,"浙江天瑞药业有限公司",2017
559,"海口奇力制药股份有限公司",2017
NA,"杭州民生药业股份有限公司",2017
NA,"四川太平洋药业有限责任公司",2017
NA,"Fareva Amboise",2018
301,"山东华鲁制药有限公司",2018
668,"辽宁海神联盛制药有限公司",2018
NA,"上海华源药业(宁夏)沙赛制药有限公司",2018
578,"湖北广济药业股份有限公司",2018
594,"湖南康源制药有限公司",2018
285,"安徽双鹤药业有限责任公司",2018
503,"浙江天瑞药业有限公司",2018
NA,"海南东联长富制药有限公司",2018
618,"石家庄四药有限公司",2018
314,"山东齐都药业有限公司",2018
534,"海南华拓天涯制药有限公司",2018
NA,"江苏亚邦生缘药业有限公司",2018
NA,"广东艾希德药业有限公司",2018
NA,"湖北津药药业股份有限公司",2019
559,"海口奇力制药股份有限公司",2019
503,"浙江天瑞药业有限公司",2019
242,"四川美大康华康药业有限公司",2019
285,"安徽双鹤药业有限责任公司",2019
618,"石家庄四药有限公司",2015
236,"四川科伦药业股份有限公司",2015
237,"四川科伦药业股份有限公司(原:四川珍珠)",2016
415,"武汉东信医药科技有限责任公司",2016
487,"河南康达制药有限公司",2017
674,"遂成药业股份有限公司",2017
675,"遂成药业股份有限公司（原:天药新郑)",2017
504,"浙江奥托康制药集团股份有限公司",2017
415,"武汉东信医药科技有限责任公司",2017
NA,"上海上药信谊药厂有限公司",2017
674,"遂成药业股份有限公司",2018
236,"四川科伦药业股份有限公司",2018
NA,"上海上药信谊药厂有限公司",2018
120,"乐普药业股份有限公司",2018
236,"四川科伦药业股份有限公司",2019
120,"乐普药业股份有限公司",2019
415,"武汉东信医药科技有限责任公司",2019
390,"扬子江药业集团有限公司",2020
236,"四川科伦药业股份有限公司",2020
674,"遂成药业股份有限公司",2020
120,"乐普药业股份有限公司",2020
674,"遂成药业股份有限公司",2021
NA,"上海桓华制药有限公司",2021
663,"辅仁药业集团有限公司",2015
553,"海南葫芦娃制药有限公司",2015
308,"山东绿因药业有限公司",2015
294,"宜昌长江药业有限公司",2015
414,"正大青春宝药业有限公司",2016
69,"上海中西三维药业有限公司",2016
NA,"广州柏赛罗药业有限公司",2016
308,"山东绿因药业有限公司",2016
66,"上海上药中西制药有限公司",2016
492,"浙江亚太药业股份有限公司",2016
NA,"晖致制药(大连)有限公司",2016
NA,"万全万特制药(厦门)有限公司",2016
NA,"广东彼迪药业有限公司",2016
214,"哈尔滨华瑞生化药业有限责任公司",2016
554,"海南葫芦娃药业集团股份有限公司",2016
452,"江苏福邦药业有限公司",2016
NA,"江西红星药业有限公司",2016
NA,"辽宁奥达制药有限公司",2016
650,"西南药业股份有限公司",2016
NA,"浙江家和制药有限公司",2016
590,"湖南千金湘江药业股份有限公司",2016
NA,"国药集团广东环球制药有限公司",2016
543,"海南新中正制药有限公司",2017
431,"江苏亚邦爱普森药业有限公司",2017
400,"昆明积大制药股份有限公司",2017
305,"山东方明药业集团股份有限公司",2017
69,"上海中西三维药业有限公司",2017
640,"苏州俞氏药业有限公司",2017
259,"天津华津制药有限公司",2017
414,"正大青春宝药业有限公司",2017
NA,"晖致制药(大连)有限公司",2017
533,"海南全星制药有限公司",2017
354,"康普药业股份有限公司",2017
NA,"国药集团广东环球制药有限公司",2017
NA,"广东彼迪药业有限公司",2017
NA,"广州柏赛罗药业有限公司",2017
214,"哈尔滨华瑞生化药业有限责任公司",2017
308,"山东绿因药业有限公司",2017
NA,"晖致制药(大连)有限公司",2018
400,"昆明积大制药股份有限公司",2018
343,"广东逸舒制药股份有限公司",2018
NA,"广州柏赛罗药业有限公司",2018
308,"山东绿因药业有限公司",2018
492,"浙江亚太药业股份有限公司",2018
354,"康普药业股份有限公司",2018
NA,"国药集团广东环球制药有限公司",2018
NA,"晖致制药(大连)有限公司",2019
308,"山东绿因药业有限公司",2019
NA,"万全万特制药(厦门)有限公司",2019
NA,"国药集团广东环球制药有限公司",2019
366,"成都倍特药业有限公司",2020
159,"北京泰德制药股份有限公司",2016
159,"北京泰德制药股份有限公司",2017
159,"北京泰德制药股份有限公司",2018
159,"北京泰德制药股份有限公司",2019
420,"武汉大安制药有限公司",2019
NA,"远大医学营养科学(武汉)有限公司",2019
159,"北京泰德制药股份有限公司",2020
159,"北京泰德制药股份有限公司",2021
NA,"远大医学营养科学(武汉)有限公司",2021
30,"Hexal AG (Salutas Pharma GmbH)",2015
117,"丹麦H. Lundbeck A/S（西安杨森制药有限公司分装）",2015
110,"东北制药集团沈阳第一制药有限公司",2015
443,"江苏恩华药业股份有限公司",2015
400,"昆明积大制药股份有限公司",2015
273,"太阳石（唐山）药业有限公司",2015
NA,"Salutas Pharma GmbH",2015
NA,"华润三九(唐山)药业有限公司",2015
NA,"H. Lundbeck A/S",2015
NA,"万全万特制药(厦门)有限公司",2015
31,"Hexal AG （Salutas Pharma GmbH）",2017
NA,"Salutas Pharma GmbH",2017
NA,"H. Lundbeck A/S",2017
NA,"H. Lundbeck A/S",2018
443,"江苏恩华药业股份有限公司",2018
650,"西南药业股份有限公司",2021
443,"江苏恩华药业股份有限公司",2021
236,"四川科伦药业股份有限公司",2024
650,"西南药业股份有限公司",2024
443,"江苏恩华药业股份有限公司",2024
NA,"DELPHARM DIJON",2015
NA,"DELPHARM DIJON",2016
51,"Sanofi Winthrop Industrie （  诺菲（杭州）制
药有限公司分装）",2017
NA,"DELPHARM DIJON",2017
NA,"Sanofi Winthrop Industrie",2018
484,"河北龙海药业有限公司",2021
569,"深圳市泛谷药业股份有限公司（厦门力卓药业有限公司受托生产）",2021
53,"Sanofi-AventisFrance（DELPHARMDIJON）（赛诺菲（杭州）制药有限公司分包装）",2021
NA,"厦门力卓药业有限公司",2021
NA,"DELPHARM DIJON",2021
