"Firm_ID","Firm","Year"
NA,"厦门力卓药业有限公司",2022
484,"河北龙海药业有限公司",2022
NA,"Sanofi Winthrop Industrie",2022
NA,"DELPHARM DIJON",2023
NA,"厦门力卓药业有限公司",2023
712,"齐鲁制药有限公司",2023
484,"河北龙海药业有限公司",2023
295,"山东京卫制药有限公司",2023
428,"江苏万高药业股份有限公司",2023
476,"河北仁合益康药业有限公司",2023
428,"江苏万高药业股份有限公司",2024
NA,"Sanofi Winthrop Industrie",2024
NA,"DELPHARM DIJON",2024
295,"山东京卫制药有限公司",2024
476,"河北仁合益康药业有限公司",2024
NA,"厦门力卓药业有限公司",2024
388,"扬子江药业集团四川海蓉药业有限公司",2016
NA,"北京双吉制药有限公司",2016
NA,"Lek Pharmaceuticals d.d.",2016
410,"杭州默沙东制药有限公司",2017
388,"扬子江药业集团四川海蓉药业有限公司",2017
685,"重庆科瑞制药（集团）有限公司",2017
NA,"Lek Pharmaceuticals d.d.",2017
NA,"北京双吉制药有限公司",2017
410,"杭州默沙东制药有限公司",2018
NA,"Lek Pharmaceuticals d.d.",2018
388,"扬子江药业集团四川海蓉药业有限公司",2019
NA,"Lek Pharmaceuticals d.d.",2019
410,"杭州默沙东制药有限公司",2020
76,"上海先灵葆雅制药有限公司",2015
NA,"海南海神同洲制药有限公司",2016
454,"江苏联环药业股份有限公司",2016
NA,"拜耳医药保健有限公司启东分公司",2016
461,"江苏黄河药业股份有限公司",2016
NA,"辽宁海一制药有限公司",2016
659,"费森尤斯卡比华瑞制药有限公司",2016
NA,"三门峡赛诺维制药有限公司",2017
NA,"青岛双鲸药业股份有限公司",2017
NA,"拜耳医药保健有限公司启东分公司",2018
NA,"三门峡赛诺维制药有限公司",2018
385,"扬子江药业集团上海海尼药业有限公司",2018
NA,"青岛双鲸药业股份有限公司",2018
NA,"万特制药(海南)有限公司",2018
454,"江苏联环药业股份有限公司",2018
431,"江苏亚邦爱普森药业有限公司",2018
157,"北京星昊医药股份有限公司",2018
NA,"万全万特制药(厦门)有限公司",2018
542,"海南新世通制药有限公司",2018
385,"扬子江药业集团上海海尼药业有限公司",2021
64,"万特制药（海南）有限公司",2021
NA,"AstraZeneca Pharmaceuticals LP",2017
NA,"AstraZeneca Pharmaceuticals LP",2018
NA,"Bristol-Myers Squibb Company",2018
NA,"AstraZeneca Pharmaceuticals LP",2019
436,"江苏奥赛康药业有限公司",2020
NA,"AstraZeneca Pharmaceuticals LP",2020
437,"江苏奥赛康药业有限公司（扬州市三药制药有限公司受托生产）",2021
NA,"AstraZeneca Pharmaceuticals LP",2021
183,"南京先声东元制药有限公司",2016
NA,"先声药业有限公司",2016
557,"海南锦瑞制药有限公司",2016
362,"德州德药制药有限公司",2017
557,"海南锦瑞制药有限公司",2017
435,"江苏奥  康药业股份有限公司",2017
183,"南京先声东元制药有限公司",2017
184,"南京制药厂有限公司",2017
323,"山西振东泰盛制药有限公司",2017
77,"上海凯茂生物医药有限公司",2017
391,"扬子江药业集团有限公司(原:南京亚东启天)",2017
NA,"先声药业有限公司",2017
NA,"Eli Lilly and Company",2017
229,"四川汇宇制药有限公司",2018
NA,"Eli Lilly and Company",2018
77,"上海凯茂生物医药有限公司",2018
323,"山西振东泰盛制药有限公司",2018
184,"南京制药厂有限公司",2018
NA,"先声药业有限公司",2018
230,"四川汇宇制药股份有限公司",2018
557,"海南锦瑞制药有限公司",2018
NA,"国药一心制药有限公司",2018
362,"德州德药制药有限公司",2018
NA,"北京协和药厂有限公司",2018
NA,"礼来贸易有限公司",2018
19,"ELILILLYANDCOMPANY",2019
229,"四川汇宇制药有限公司",2019
NA,"Eli Lilly and Company",2019
230,"四川汇宇制药股份有限公司",2020
NA,"Vianex S.A.-Plant C",2021
NA,"吉斯美(武汉)制药有限公司",2021
NA,"先声药业有限公司",2021
587,"湖南九典制药有限公司",2015
669,"辽宁诺维诺制药股份有限公司",2015
578,"湖北广济药业股份有限公司",2015
582,"湖北济安堂药业有限公司",2015
591,"湖南华纳大药厂有限公司",2015
588,"湖南九典制药股份有限公司",2015
490,"济南利民制药有限责任公司",2015
461,"江苏黄河药业股份有限公司",2015
691,"锦州九泰药业有限责任公司",2015
310,"山东罗欣药业集团股份有限公司",2015
469,"沈阳圣元药业有限公司",2015
109,"世贸天阶制药（江苏）有限责任公司",2015
201,"印度瑞迪博士实验室有限公司（印度瑞迪博士实验室有限公司）",2015
469,"沈阳圣元药业有限公司",2016
NA,"Takeda GmbH production site Oranienburg",2016
588,"湖南九典制药股份有限公司",2016
669,"辽宁诺维诺制药股份有限公司",2016
60,"Takeda GmbH（Takeda GmbH production site
Oranienburg）",2017
578,"湖北广济药业股份有限公司",2017
582,"湖北济安堂药业有限公司",2017
588,"湖南九典制药股份有限公司",2017
490,"济南利民制药有限责任公司",2017
461,"江苏黄河药业股份有限公司",2017
691,"锦州九泰药业有限责任公司",2017
669,"辽宁诺维诺制药股份有限公司",2017
469,"沈阳圣元药业有限公司",2017
109,"世贸天阶制药（江苏）有限责任公司",2017
NA,"Takeda GmbH production site Oranienburg",2017
669,"辽宁诺维诺制药股份有限公司",2018
588,"湖南九典制药股份有限公司",2018
NA,"Takeda GmbH production site Oranienburg",2018
5,"AurobindoPharmaLimited",2021
588,"湖南九典制药股份有限公司",2021
406,"杭州康恩贝制药有限公司",2021
NA,"Aurobindo Pharma Limited",2021
NA,"Aurobindo Pharma Limited",2022
588,"湖南九典制药股份有限公司",2022
406,"杭州康恩贝制药有限公司",2023
NA,"Aurobindo Pharma Limited",2023
588,"湖南九典制药股份有限公司",2023
NA,"Takeda GmbH production site Oranienburg",2023
310,"山东罗欣药业集团股份有限公司",2023
592,"湖南华纳大药厂股份有限公司",2023
588,"湖南九典制药股份有限公司",2024
310,"山东罗欣药业集团股份有限公司",2024
NA,"Aurobindo Pharma Limited",2024
592,"湖南华纳大药厂股份有限公司",2024
202,"参天制药（中国）有限公司",2015
613,"珠海联邦制药股份有限公司中山分公司",2015
20,"EUSAN GmbH（URSAHARM Arzneimittel GmbH）",2015
203,"参天制药株式会社（参天制药（中国）有限公司分装）",2015
166,"千寿制药株式会社（千寿制药株式会社 福崎工厂）Senju Pharmaceutical Co.，Ltd.(Senju Pharmaceutical Co.，Ltd. Pukusaki Plant)",2015
302,"山东博士伦福瑞达制药有限公司",2015
505,"浙江尖峰药业有限公司",2015
203,"参天制药株式会社（参天制药（中国）有限公司分装）",2016
166,"千寿制药株式会社（千寿制药株式会社 福崎工厂）Senju Pharmaceutical Co.，Ltd.(Senju Pharmaceutical Co.，Ltd. Pukusaki Plant)",2016
302,"山东博士伦福瑞达制药有限公司",2016
NA,"URSAPHARM Arzneimittel GmbH",2016
NA,"参天制药(中国)有限公司",2016
NA,"SENJU PHARMACEUTICAL CO.,LTD. Fukusaki Plant",2016
NA,"Santen Pharmaceutical Co.,Ltd. Noto Plant",2016
505,"浙江尖峰药业有限公司",2017
302,"山东博士伦福瑞达制药有限公司",2017
NA,"URSAPHARM Arzneimittel GmbH",2017
NA,"参天制药(中国)有限公司",2017
NA,"URSAPHARM Arzneimittel GmbH",2018
NA,"参天制药(中国)有限公司",2018
NA,"Santen Pharmaceutical Co.,Ltd. Noto Plant",2018
613,"珠海联邦制药股份有限公司中山分公司",2018
302,"山东博士伦福瑞达制药有限公司",2018
NA,"苏州乐珠制药有限公司",2019
114,"中山万汉制药有限公司",2021
464,"江西珍视明药业有限公司",2021
377,"成都普什制药有限公司",2021
NA,"珍视明(江西)药业股份有限公司",2021
NA,"珍视明(江西)药业股份有限公司",2022
114,"中山万汉制药有限公司",2022
377,"成都普什制药有限公司",2022
114,"中山万汉制药有限公司",2023
377,"成都普什制药有限公司",2023
NA,"珍视明(江西)药业股份有限公司",2023
613,"珠海联邦制药股份有限公司中山分公司",2023
114,"中山万汉制药有限公司",2024
377,"成都普什制药有限公司",2024
NA,"Astellas Pharma Europe B.V.",2015
NA,"天圣制药集团股份有限公司",2016
NA,"山东鲁西药业有限公司",2016
NA,"仁和堂药业有限公司",2016
NA,"天津太平洋制药有限公司",2016
NA,"江苏平光制药(焦作)有限公司",2016
321,"山西振东制药股份有限公司",2016
71,"上海信谊万象药业股份有限公司",2016
NA,"黑龙江澳利达奈德制药有限公司",2016
NA,"合肥立方制药股份有限公司",2016
NA,"新乡市常乐制药有限责任公司",2019
670,"远大医药（中国）有限公司",2020
NA,"远大医药(中国)有限公司",2020
NA,"Novartis Pharma Produktions GmbH",2018
622,"石药集团欧意药业有限公司",2018
NA,"Novartis Pharma Produktions GmbH",2019
622,"石药集团欧意药业有限公司",2019
NA,"Novartis Pharma Produktions GmbH",2020
NA,"Novartis Pharma Produktions GmbH",2021
115,"中美上海施贵宝制药有限公司",2015
329,"常州制药厂有限公司",2015
NA,"湖南明瑞制药股份有限公司",2015
NA,"浙江国光生物制药股份有限公司",2015
492,"浙江亚太药业股份有限公司",2015
NA,"吉林省东北亚药业股份有限公司",2015
NA,"山西双雁药业有限公司",2015
NA,"江苏鹏鹞药业有限公司",2016
NA,"湖南湘雅制药有限公司",2016
171,"华北制药股份有限公司",2016
NA,"山东健康药业有限公司",2016
NA,"山东明仁福瑞达制药股份有限公司",2016
104,"上海衡山药业有限公司",2016
NA,"上海上药信谊药厂有限公司",2016
568,"深圳市中联制药有限公司",2016
NA,"世贸天阶制药(江苏)有限责任公司",2016
657,"贵州圣济堂制药有限公司",2016
NA,"昆山培力药品有限公司",2016
568,"深圳市中联制药有限公司",2017
NA,"爱施健(广东)制药有限公司",2017
685,"重庆科瑞制药（集团）有限公司",2020
72,"上海信谊天平药业有限公司",2020
617,"石家庄以岭药业股份有限公司",2020
648,"蓬莱诺康药业有限公司",2020
145,"北京京丰制药集团有限公司",2020
480,"河北天成药业股份有限公司",2020
171,"华北制药股份有限公司",2020
171,"华北制药股份有限公司",2021
648,"蓬莱诺康药业有限公司",2021
NA,"河北山姆士药业有限公司",2015
702,"青岛黄海制药有限责任公司",2015
NA,"亚宝药业太原制药有限公司",2015
NA,"福州辰星药业有限公司",2016
NA,"山东司邦得制药有限公司",2016
441,"江苏德源药业股份有限公司",2016
NA,"山西华元医药生物技术有限公司",2016
143,"北京万辉双鹤药业有限责任公司",2016
376,"成都恒瑞制药有限公司",2016
NA,"河南福森药业有限公司",2016
NA,"重庆科瑞南海制药有限责任公司",2017
143,"北京万辉双鹤药业有限责任公司",2018
NA,"河北山姆士药业有限公司",2018
364,"悦康药业集团股份有限公司",2018
364,"悦康药业集团股份有限公司",2020
340,"广东赛康制药厂有限公司",2020
255,"天方药业有限公司",2020
143,"北京万辉双鹤药业有限责任公司",2020
619,"石家庄市华新药业有限责任公司",2020
441,"江苏德源药业股份有限公司",2020
180,"南京亿华药业有限公司",2020
364,"悦康药业集团股份有限公司",2021
682,"重庆康刻尔制药有限公司",2015
NA,"重庆康刻尔制药股份有限公司",2017
524,"浙江金华康恩贝生物制药有限公司",2016
384,"成都锦华药业有限责任公司",2016
293,"宜昌人福药业有限责任公司",2016
215,"哈尔滨珍宝制药有限公司",2020
290,"安斯泰来制药（中国）有限公司",2015
NA,"浙江仟源海力生制药有限公司",2015
NA,"安斯泰来制药(中国)有限公司",2015
NA,"安斯泰来制药(中国)有限公司",2016
NA,"浙江仟源海力生制药有限公司",2016
406,"杭州康恩贝制药有限公司",2016
406,"杭州康恩贝制药有限公司",2017
NA,"浙江仟源海力生制药有限公司",2017
NA,"安斯泰来制药(中国)有限公司",2017
NA,"安斯泰来制药(中国)有限公司",2018
406,"杭州康恩贝制药有限公司",2018
NA,"浙江仟源海力生制药有限公司",2018
406,"杭州康恩贝制药有限公司",2020
89,"上海安必生制药技术有限公司（杭州民生滨江制药有限公司受托生产）",2020
517,"浙江海力生制药有限公司",2020
NA,"浙江仟源海力生制药有限公司",2020
NA,"浙江仟源海力生制药有限公司",2021
456,"江苏豪森药业股份有限公司",2015
657,"贵州圣济堂制药有限公司",2015
683,"重庆植恩药业有限公司",2015
695,"陕西方舟制药有限公司",2016
196,"卫材(中国)药业有限公司",2016
683,"重庆植恩药业有限公司",2016
657,"贵州圣济堂制药有限公司",2017
695,"陕西方舟制药有限公司",2017
683,"重庆植恩药业有限公司",2017
196,"卫材(中国)药业有限公司",2018
683,"重庆植恩药业有限公司",2018
695,"陕西方舟制药有限公司",2018
683,"重庆植恩药业有限公司",2020
695,"陕西方舟制药有限公司",2022
257,"天津力生制药股份有限公司",2022
499,"浙江华海药业股份有限公司",2022
NA,"植恩生物技术股份有限公司",2022
186,"南京恒生制药有限公司",2015
615,"瑞阳制药有限公司",2015
397,"施维雅（天津）制药有限公司",2015
432,"江苏吴中医药集团有限公司苏州制药厂",2015
318,"山西仟源医药集团股份有限公司",2015
670,"远大医药（中国）有限公司",2015
563,"涿州东乐制药有限公司",2015
616,"瑞阳制药股份有限公司",2015
NA,"远大医药(中国)有限公司",2015
396,"施维雅(天津)制药有限公司",2015
142,"北京万生药业有限责任公司",2016
396,"施维雅(天津)制药有限公司",2016
NA,"湖北四环制药有限公司",2016
563,"涿州东乐制药有限公司",2016
318,"山西仟源医药集团股份有限公司",2016
142,"北京万生药业有限责任公司",2017
432,"江苏吴中医药集团有限公司苏州制药厂",2017
186,"南京恒生制药有限公司",2017
615,"瑞阳制药有限公司",2017
318,"山西仟源医药集团股份有限公司",2017
670,"远大医药（中国）有限公司",2017
563,"涿州东乐制药有限公司",2017
396,"施维雅(天津)制药有限公司",2017
163,"北京福元医药股份有限公司",2017
NA,"湖北四环制药有限公司",2017
396,"施维雅(天津)制药有限公司",2018
NA,"远大医药(中国)有限公司",2018
616,"瑞阳制药股份有限公司",2018
186,"南京恒生制药有限公司",2018
NA,"湖北四环制药有限公司",2018
432,"江苏吴中医药集团有限公司苏州制药厂",2020
615,"瑞阳制药有限公司",2020
616,"瑞阳制药股份有限公司",2020
616,"瑞阳制药股份有限公司",2021
432,"江苏吴中医药集团有限公司苏州制药厂",2021
573,"深圳翰宇药业股份有限公司",2020
NA,"合肥立方制药股份有限公司",2022
330,"常州华生制药有限公司",2015
NA,"Patheon France",2015
640,"苏州俞氏药业有限公司",2015
NA,"Patheon France",2016
66,"上海上药中西制药有限公司",2017
NA,"Patheon France",2018
318,"山西仟源医药集团股份有限公司",2020
318,"山西仟源医药集团股份有限公司",2021
265,"天津怀仁制药有限公司",2021
318,"山西仟源医药集团股份有限公司",2022
265,"天津怀仁制药有限公司",2022
NA,"Patheon France",2022
66,"上海上药中西制药有限公司",2023
318,"山西仟源医药集团股份有限公司",2024
265,"天津怀仁制药有限公司",2024
NA,"Rottendorf Pharma GmbH",2015
NA,"Rottendorf Pharma GmbH",2016
NA,"Rottendorf Pharma GmbH",2017
NA,"Rottendorf Pharma GmbH",2018
284,"安徽华辰制药有限公司",2020
348,"广州白云山医药集团股份有限公司白云山制药总厂",2020
598,"湖南洞庭药业股份有限公司",2021
376,"成都恒瑞制药有限公司",2015
368,"成都利尔药业有限公司",2015
342,"广东逸舒制药有限公司",2015
173,"华夏药业集团有限公司",2015
259,"天津华津制药有限公司",2015
64,"万特制药（海南）有限公司",2015
493,"浙江京新药业股份有限公司",2015
511,"浙江新东港药业股份有限公司",2015
NA,"万特制药(海南)有限公司",2015
NA,"晖致制药(大连)有限公司",2015
NA,"成都奥邦药业有限公司",2015
343,"广东逸舒制药股份有限公司",2015
NA,"浙江乐普药业股份有限公司",2015
NA,"万特制药(海南)有限公司",2016
376,"成都恒瑞制药有限公司",2017
64,"万特制药（海南）有限公司",2017
511,"浙江新东港药业股份有限公司",2017
318,"山西仟源医药集团股份有限公司",2018
NA,"广东彼迪药业有限公司",2018
493,"浙江京新药业股份有限公司",2022
259,"天津华津制药有限公司",2024
NA,"Bayer AG",2016
NA,"Bayer AG",2018
680,"重庆华邦制药有限公司",2020
185,"南京圣和药业股份有限公司",2020
10,"BayerAG（拜耳医药保健有限公司分包装）",2020
NA,"广东东阳光药业股份有限公司;宜昌东阳光长江药业股份有限公司",2020
NA,"广东东阳光药业股份有限公司",2022
566,"深圳信立泰药业股份有限公司",2015
NA,"Sanofi Winthrop Industrie",2017
54,"SanofiClirSNC（SanofiWinthropIndustrie）（赛诺菲（杭州）制药有限公司分包装）",2019
NA,"Sanofi Winthrop Industrie",2019
NA,"Sanofi Winthrop Industrie",2021
NA,"湖南迪诺制药股份有限公司",2021
454,"江苏联环药业股份有限公司",2021
NA,"Dr. Reddy`s Laboratories Limited",2021
NA,"浙江和泽医药科技股份有限公司",2021
597,"湖南汉森制药股份有限公司",2015
NA,"上海黄海制药有限责任公司",2015
NA,"四川德元药业集团有限公司",2015
NA,"上海玉瑞生物科技(安阳)药业有限公司",2016
346,"广州康和药业有限公司",2016
NA,"四川彩虹制药有限公司",2016
257,"天津力生制药股份有限公司",2017
NA,"灵宝市豫西药业有限责任公司",2017
346,"广州康和药业有限公司",2020
628,"福州海王福药制药有限公司",2020
257,"天津力生制药股份有限公司",2020
257,"天津力生制药股份有限公司",2021
346,"广州康和药业有限公司",2021
445,"江苏正大丰海制药有限公司",2017
292,"宜昌东阳光长江药业股份有限公司",2017
445,"江苏正大丰海制药有限公司",2018
292,"宜昌东阳光长江药业股份有限公司",2020
445,"江苏正大丰海制药有限公司",2020
115,"中美上海施贵宝制药有限公司",2019
115,"中美上海施贵宝制药有限公司",2020
115,"中美上海施贵宝制药有限公司",2021
388,"扬子江药业集团四川海蓉药业有限公司",2020
178,"华润赛科药业有限责任公司",2020
181,"南京优科制药有限公司",2020
168,"华中药业股份有限公司",2015
NA,"南京白敬宇制药有限责任公司",2015
NA,"国药控股星鲨制药(厦门)有限公司",2015
NA,"上海新黄河制药有限公司",2015
269,"天津金世制药有限公司",2016
NA,"广东恒健制药有限公司",2016
NA,"红云制药(贵州)有限公司",2016
245,"国药集团容生制药有限公司",2016
NA,"华夏国药(菏泽)制药有限公司",2016
NA,"山西国润制药有限公司",2016
NA,"新乡市常乐制药有限责任公司",2016
NA,"天津飞鹰玉川药业有限公司",2018
578,"湖北广济药业股份有限公司",2020
NA,"杭州民生药业股份有限公司",2020
NA,"杭州民生药业股份有限公司",2021
79,"上海勃林格殷格翰药业有限公司",2020
NA,"湖南明瑞制药股份有限公司",2022
296,"山东凤凰制药股份有限公司",2015
320,"山西康立生药业有限公司",2015
178,"华润赛科药业有限责任公司",2015
462,"江西制药有限责任公司",2015
296,"山东凤凰制药股份有限公司",2016
162,"北京益民药业有限公司",2017
211,"吉林省集安益盛药业股份有限公司",2017
119,"乐普药业（北京）有限责任公司",2017
278,"宁波大红鹰药业股份有限公司",2017
296,"山东凤凰制药股份有限公司",2017
105,"上海迪  诺生物医药有限公司",2017
470,"沈阳管城制药有限责任公司",2017
234,"四川省百草生物药业有限公司",2017
654,"西安汉丰药业有限责任公司",2017
686,"重庆药友制药有限责任公司",2019
245,"国药集团容生制药有限公司",2019
295,"山东京卫制药有限公司",2016
210,"吉林省西点药业科技发展股份有限公司",2016
NA,"H. Lundbeck A/S",2016
210,"吉林省西点药业科技发展股份有限公司",2017
295,"山东京卫制药有限公司",2017
524,"浙江金华康恩贝生物制药有限公司",2017
295,"山东京卫制药有限公司",2018
210,"吉林省西点药业科技发展股份有限公司",2018
524,"浙江金华康恩贝生物制药有限公司",2018
295,"山东京卫制药有限公司",2019
598,"湖南洞庭药业股份有限公司",2019
210,"吉林省西点药业科技发展股份有限公司",2019
524,"浙江金华康恩贝生物制药有限公司",2019
NA,"H. Lundbeck A/S",2020
210,"吉林省西点药业科技发展股份有限公司",2020
524,"浙江金华康恩贝生物制药有限公司",2020
295,"山东京卫制药有限公司",2020
295,"山东京卫制药有限公司",2021
NA,"广东东阳光药业股份有限公司",2021
524,"浙江金华康恩贝生物制药有限公司",2021
NA,"H. Lundbeck A/S",2021
210,"吉林省西点药业科技发展股份有限公司",2021
624,"福安药业集团宁波天衡制药有限公司",2021
307,"山东绿叶制药有限公司",2015
596,"湖南方盛制药股份有限公司",2015
517,"浙江海力生制药有限公司",2015
NA,"博福-益普生(天津)制药有限公司",2016
NA,"湖北汇中制药股份有限公司",2016
592,"湖南华纳大药厂股份有限公司",2017
590,"湖南千金湘江药业股份有限公司",2017
188,"南京易亨制药有限公司",2017
307,"山东绿叶制药有限公司",2017
517,"浙江海力生制药有限公司",2017
143,"北京万辉双鹤药业有限责任公司",2017
NA,"山东仙河药业有限公司",2017
532,"海南先声药业有限公司",2018
NA,"博福-益普生(天津)制药有限公司",2018
307,"山东绿叶制药有限公司",2018
592,"湖南华纳大药厂股份有限公司",2019
219,"哈药集团中药二厂",2019
517,"浙江海力生制药有限公司",2019
NA,"浙江仟源海力生制药有限公司",2019
NA,"先声药业有限公司",2019
238,"四川维奥制药有限公司",2019
219,"哈药集团中药二厂",2021
592,"湖南华纳大药厂股份有限公司",2021
596,"湖南方盛制药股份有限公司",2021
475,"河北万岁药业有限公司",2015
NA,"中孚药业股份有限公司",2016
106,"上海长城药业有限公司",2016
NA,"中孚药业股份有限公司",2017
475,"河北万岁药业有限公司",2017
475,"河北万岁药业有限公司",2018
461,"江苏黄河药业股份有限公司",2018
NA,"中孚药业股份有限公司",2018
71,"上海信谊万象药业股份有限公司",2018
461,"江苏黄河药业股份有限公司",2019
282,"宁波美诺华天康药业有限公司",2021
247,"国药集团汕头金石制药有限公司",2021
NA,"Bayer Bitterfeld GmbH",2016
NA,"湖北欧立制药有限公司",2016
NA,"广西南宁百会药业集团有限公司",2016
145,"北京京丰制药集团有限公司",2017
359,"弘美制药（中国）有限公司",2017
428,"江苏万高药业股份有限公司",2017
194,"南通久和药业有限公司",2017
509,"浙江得恩德制药有限公司",2017
NA,"广西南宁百会药业集团有限公司",2017
NA,"浙江昂利康制药股份有限公司",2018
NA,"广西南宁百会药业集团有限公司",2018
336,"广东华润顺峰药业有限公司",2020
679,"重庆华森制药股份有限公司",2020
336,"广东华润顺峰药业有限公司",2022
NA,"广西南宁百会药业集团有限公司",2022
428,"江苏万高药业股份有限公司",2022
NA,"特一药业集团股份有限公司",2022
679,"重庆华森制药股份有限公司",2022
NA,"重庆希尔安药业有限公司",2022
NA,"Bristol-Myers Squibb Manufacturing Company",2018
433,"江苏嘉逸医药有限公司",2020
711,"齐鲁制药（海南）有限公司",2020
NA,"齐鲁制药(海南)有限公司",2020
NA,"常州恒邦药业有限公司",2020
NA,"Bristol-Myers Squibb Manufacturing Company",2021
NA,"常州恒邦药业有限公司",2021
99,"上海现代制药股份有限公司",2016
NA,"Pliva Croatia Ltd.",2016
432,"江苏吴中医药集团有限公司苏州制药厂",2016
666,"辰欣药业股份有限公司(原：鲁抗辰欣)",2017
664,"辉瑞制药有限公司",2017
617,"石家庄以岭药业股份有限公司",2017
516,"浙江永宁药业股份有限公司",2017
NA,"Pliva Croatia Ltd.",2017
NA,"山东鲁抗医药集团赛特有限责任公司",2017
NA,"山东鲁抗医药集团赛特有限责任公司",2018
684,"重庆科瑞制药(集团)有限公司",2018
NA,"重庆康刻尔制药股份有限公司",2019
500,"浙江华润三九众益制药有限公司",2020
154,"北京太洋药业有限公司",2015
NA,"四川科创制药集团有限公司",2016
329,"常州制药厂有限公司",2016
NA,"北京太洋药业股份有限公司",2016
175,"华润双鹤利民药业（济南）有限公司",2017
417,"武汉五景药业有限公司",2017
NA,"上海海虹实业(集团)巢湖今辰药业有限公司",2017
NA,"北京太洋药业股份有限公司",2017
NA,"华润双鹤利民药业(济南)有限公司",2017
NA,"葵花药业集团(衡水)得菲尔有限公司",2017
NA,"华润双鹤利民药业(济南)有限公司",2018
NA,"北京太洋药业股份有限公司",2018
NA,"重庆芸峰药业有限公司",2019
152,"北京四环制药有限公司",2020
639,"苏州二叶制药有限公司",2020
151,"北京嘉林药业股份有限公司",2015
664,"辉瑞制药有限公司",2015
511,"浙江新东港药业股份有限公司",2016
NA,"浙江乐普药业股份有限公司",2016
151,"北京嘉林药业股份有限公司",2016
34,"Lek Pharmaceuticals d.d（山德士（中国）制药有
限公司分装）",2017
151,"北京嘉林药业股份有限公司",2017
NA,"浙江乐普药业股份有限公司",2017
151,"北京嘉林药业股份有限公司",2018
NA,"浙江乐普药业股份有限公司",2018
118,"乐普制药科技有限公司",2019
140,"兴安药业有限公司",2019
151,"北京嘉林药业股份有限公司",2019
NA,"浙江乐普药业股份有限公司",2019
NA,"福建东瑞制药有限公司",2019
118,"乐普制药科技有限公司",2020
NA,"福建东瑞制药有限公司",2020
616,"瑞阳制药股份有限公司",2019
621,"石药集团中诺药业（石家庄）有限公司",2020
555,"海南通用三洋药业有限公司",2020
599,"湖南科伦制药有限公司",2020
